Non-Grammar,Full
JJ NN VBD NN NNP NN NN NN VBD NNP NN VBD RB JJ NN JJ NNP `` `` IN VBG NN VBD VBG NN NNP NNP NNP NNP NN VBG JJ JJ NN NNPS `` . VB `` NN . ,NN VBZ RB VB TO DT VBN NN NNP IN JJ NN NN VBZ RB VBN IN NNP NN VBZ VBN RB WRB DT NN NN VBZ JJ NNP `` IN `` IN VBG DT NN WDT VBD DT NN NN NNP NNP NNP NNP NN MD VBG VB VBN IN DT JJ NN NNS IN `` . NN `` IN PRP VBP RB VB . 
VBG NN NN NN NN NN NNS VBP VB NNP RP NN NN NN VB RB RB JJ NNP NNP VBZ NN NN NNP NN NN NN NNS NNP NNS . VB JJ NNP RB VBD NNP : NN NNS NNPS IN JJ JJ NN NN NN VBZ VBG NNS RB VBG NNS VBZ : NNS POS NN JJ NN . ,VBG IN NN WRB NN NN NN IN NN NNS NN VBZ RB VB VBG RB NN IN JJ NN VBZ RB VB RB RB JJ NNP NNP VBZ RB TO VB IN JJ NNP NN NN NN NNS NNS IN NNS . VB JJ NNP RB VBD IN NNP : NN NNS NNPS IN JJ JJ NN NN NN NN WRB NN NNS RB VBG IN NNS VBP : NNS VBP '' JJ VB JJ NN . 
NN VBD NN IN NN VBD DT NNP NN NNS NNS VBD VBG NN VBG NN NNP NNP VBD JJ RB VBP : NN NNP NN NNP NNP VBZ JJ NN NNP : VBG NN NN NNS : NNS : NN NNS VBZ IN JJ : VBG NN NNP NN NN NN VBZ `` JJ NNP NN NNP NNP . `` ,RB VBN TO VB IN DT NN VBN DT NNP CC NN NNS CC RB NNS VBN IN VBG NN IN VBG NN IN NNP NNP NN VBZ RB VB RB IN NN : NN IN NNP NN CC NNP NNP VBZ RB IN JJ NN NNP : VBG IN NN NN IN NNS : NNS : NN NNS VBZ IN JJ : VBG IN DT NN NNP NN IN NN NN VBZ `` JJ NNP NN IN NNP NNP . `` 
NN : NNS JJ NNS VBP `` NNP NN NN `` NN NN JJ NN NNP NNP NNP NNP VBZ RB JJ CC NNS VBP NN NNP NNP VBG NN : NN . NN NNP NN NN NN NN JJ NNS POS NN RB RB JJ NNP : NN NNP : NN NNP : NN NN VBD JJ NN VBZ VBG VBN NNP . ,NN : DT NNS JJ NNS VBP `` NNP NN NN `` TO VB NN JJ NN NNP NN IN NNP NNP VBZ RB JJ CC NNS VBP NN NNP NNP NN IN NN : NN . NN NNP IN NN TO VB JJ NN IN JJ NNS IN NN '' NNS VBP RB TO VB NNP NNP : NN NNP : NN NNP : NN NN IN DT NN VBZ JJ NN VBZ VBG VBN NNP . 
NNP NNP NNP VBZ NNP POS NN NNS NNP NNP NNP SYM : SYM : NN `` NN ( ) `` JJ NN NNP NNP NNP NNP NNP : NN VBZ NN IN NN VBZ VBG `` RB . VB `` `` RB . VB `` NNS VBP JJ NN JJ NN NNS `` NNP : NN `` JJ NN NNS VBP JJ NN NN NN NNP NN NN : JJ NNS RB VBP NN NNS RB `` NNP NN `` JJ NNP NNP NN NN NN JJ NN NN NNP JJ NN RB VBD NNP NNP NNP VBZ JJ NN NN NN NNP VBZ JJ NN VBD NN . ,NNP NNP NNP VBZ NNP NN '' JJ NN NNS IN NNP NNP IN NNP SYM : SYM : NN `` NN ( ) `` JJ NN NNP NNP TO NNP NNP NNP : NN VBZ NN IN NN NNS IN VBG `` RB . VB `` CC `` JJ . VB `` NNS NN CC VB DT NN IN DT JJ NN NNS IN `` NNP : DT NN `` IN NN VBP RP NNS VBP IN JJ NN IN NN NN NNP NN NN : JJ RB VBZ RB JJ NN NNS RB TO `` VB IN DT NN `` IN VBG NNP NNP NN IN NN NN VBZ JJ IN JJS JJ NNP IN JJ NN RB VBD WRB NNP NNP NNP VBZ JJ NN IN NN NN NNP VBZ JJ NN TO DT NN IN NN . 
JJ NN POS NN NNS EX NNP NN RB VBD JJ NNS VBP DT JJ JJ NN VBG `` JJ NNP `` NN NNS IN JJ NN VBD `` NNP `` . ,JJ NN NN '' JJ NN IN NNS EX VBZ JJ NN RB VBN IN VBG DT NNPS VBD DT NN IN DT JJ NN IN DT NN `` JJ NN `` VBZ RB VB CC VB IN DT JJ NN VBD `` NNP `` . 
NNP NNP NNP NN PRP VBP RB . NN NN JJ NN VB NN NNS VBP NNS VBP JJ NNP NN VBD NNS NNP NNP NNP POS NN VBD ( JJ NNP `` NNP NNP `` NNS VBP JJ NNP FW : PRP VBP JJ NNP NN . NN VBZ JJ NN NNP NNP NNP IN NNP NNP NNP NNP NNS NN ( RB JJ : VBN NNP NNP ) : NNP `` NNP NNP `` NN NNS NN NN JJ NN VBD JJ NN : JJ NN : NN NNP NNP VBP VB JJ NN : JJ NN NNS VBD NNP VBD CD NNS `` NNP `` IN PRP VBP JJ NN NNP POS NNP NNP POS NN NN NNP NNP NNP NNP `` CD NN VBD `` VBG NN VBG NNP NNP VBD JJ NNS JJ NN : VBZ VBZ NN NNP NN JJ NN NN NN POS NN NN VB VB JJ VB NNS RBR JJ NN VBG NN DT NNS VBN RB JJ NN NN NN NN VBD JJ NNS VBP JJ NN VBN JJ RB JJ NN NNP NNP NN JJ NN NNS JJ NNS VBP NN NN NNS VBP NN `` NN JJ NN VBD NN NN NNP : NN JJ NN : NNS VBG NN NN JJ NN `` JJ NN `` JJ JJ NNP NNP NNP NNP NNP NNP NN VBG IN NN JJ NNP NN NNP NNP : NNP POS NN '' NN NN `` JJ NN NN `` . ,NNP NNP NNP NN PRP VBP TO VB . NN NN JJ NN VB NN NNS NN IN NNS TO VB IN JJ NNP TO VB JJ NNS NNP NNP NNP NN '' JJ NN IN JJ ( JJ NNP `` NNP NNP `` IN NNS JJ JJ NN SYM : PRP VBP JJ NNP NN . NN NNS VBP IN JJ NNP NNP TO VB IN NNP NNP NNP NNP NNS NN ( CC RB JJ : VBN NNP NNP ) : NNP `` NNP NNP `` NN NNS IN NN DT NN JJ NN VBZ VBN JJ NN IN IN : JJ NN : RB NN IN NNP NNP VBZ RB VB CC VB JJ NN : NN VBZ RB VB NNS JJ NNP NN VBZ CD NNS IN `` NNP `` IN PRP VBP TO VB DT NN NNP POS NNP NNP POS NN NN IN NNP NNP NNP NNP `` CD NN MD VB VBN `` VBG IN NN IN VBG NNP NNP VBD JJ NNS JJ NN IN : NNS VBZ DT NN NNP NN IN DT JJ NN NN NN NN '' JJ NN IN PRP VBP DT NN VBP DT JJ NN NNS VBP JJ NN IN VBG NN DT NNS VBN IN DT NN NN VBP DT NN NN NN VBZ RB VBN IN JJ NNS VBP JJ NN IN VBN JJ RB IN JJ NN NNP NNP NN IN JJ NN NNS IN NN NNS VBP NN NN VBZ DT NN DT NN `` NN VBD WRB VBG DT JJ NN NN NNP : NN IN JJ NN : NNS VBZ VBG NNS VBP NN IN VBG NN IN `` NN DT NN `` JJ JJ NNP NNP NNP NNP NNP NNP IN NN IN VBG IN PRP JJ JJ NNP NN NNP NNP : VBP DT '' NN '' IN DT NN NN `` NN IN DT NN NN MD VB `` . 
NNP NNP VBD VBN NN NNP NNP NNP NNP JJ NN '' NN '' NNP NNS NNP VBD NN CD CD NNS NNP VBD JJ NNP NN NN NN NN NN NN NN NNS VBP NN NNP NN NNS NNP NN NN NNP NNS JJ NN NNP NNP NNP . CD JJ NNS PRP VBP JJ NN : JJ JJ NN VBP NN NNP VBG NN VBG NNS JJ NN VBD NN NNP NNP VBZ RB PRP VBP NN NN JJ NNS . NN NN CC # CD : NN VBN NNP JJ NN NN NNP NN '' NN NNP NN NNP NNP NNP NN NN VBP NNP NNP NNP NN NN VBP NNP NNP NN NN NN NN NN NN NN NNS VBP JJ NN NN NNS JJ NNS VBP JJ NNS CD NN NN DT NN '' JJ NN NNS VBP VB NNS VBP JJ NN NN WRB NN JJ NNP NNP NNP NNP NNP NNP NNP . CD NNP NN NN NN NN NN NN NNP NNP NNP NNP . CD NN NNS VBP JJ NN NN NN POS JJ JJ NN MD VBN VB NN VBG DT NNP VBD NN VBD NNS SYM : NN RB JJ NNP NN NN DT : ( VB NNP IN NNS POS VBN NN VBD NN NN : NN ( NNP NNP ) VBZ NN VBG NNP `` JJ NNS `` VBG NN '' JJ JJ NN NN NN . CD NNS NNP IN : : CD NN VBG NNP . ,NNP NNP NN MD VB VBN IN DT NN IN NNP NNP NNP NNP JJ NN '' NN '' IN NNP NNS NNS VBP VBN IN NN CD CC IN CD NNS NNP VBD JJ NNP IN JJ NN MD VB DT NN NN CC RB DT NN NN NNS IN NN NN NNP NN NNS IN NNP NN NN NNP NNS IN JJ NN NNP NNP NNP . CD JJ NNS WRB PRP VBP TO VB NN : JJ VB RP DT NN TO VB DT NN JJ NN IN DT NN NNP VBZ DT NN IN DT JJ NN IN VBN NN NNP NNP VBZ RB IN PRP VBP TO VB DT NN JJ NNS . NN NN WRB DT CC # CD : NN VBZ VBN NNP JJ NN MD VB DT NN NNP NN VBD POS JJ NN NNP NN TO NNP NNP NNP NN NN VBP NNP NNP NNP NN NN VBP NNP NNP NN TO DT JJ NN NN NN IN DT NN NN NNS VBP JJ NN NN NNS IN JJ NNS VBP IN JJ NNS IN CD NN NN TO DT NN '' JJ JJ NN NNS RP JJ NN NNS IN NN JJ NN NN WRB DT NN VBZ JJ NNP IN DT NNP NNP NNP IN DT NNP NNP NNP . CD NNP NN NN MD VB TO DT NN NN NN NNS IN DT NNP NNP NNP . CD NN NNS VBP JJ NN NN TO NN WDT NN '' JJ VBP IN NN DT NN MD VB VBN TO VB NN VBG DT NNP VBZ VBN IN NN WRB VBN IN NNS SYM : NN RB RB IN NN MD RB VB VB DT IN : ( VB NNP IN NNS MD '' RB VB VBN IN DT NN VBD NN NN : RB NN ( NNP NNP ) VBZ TO VB RP IN VBG DT NNP IN PRP `` JJ NNS `` VBG IN NN NN '' JJ NN IN JJ NN NN NN . CD NNS IN NNP SYM : IN : NN NN WRB VBG NNP . 
NN RB VBZ JJ NN NN NN NN NN NNS VBG VBG `` JJ NN NN `` NNP : NN JJ NN NNP NN NN NN NN NN POS NN NN NNP NN NN NNP VBZ DT NN VBZ NNS RB VBD JJ JJ JJR NN VBD NN . ,NN RB VBZ DT NN NN DT JJ NN NN IN DT NN NN NNS WRB VBG CC VBG `` VB NN TO VB `` NNP : NN VBZ JJ IN DT NN NNP NN RB JJ IN NN NN NN NN '' JJ NN IN JJ NNP NN NN NNP VBZ DT NN WDT VBZ PRP WRB NNS VBP RB VBN VBN IN JJ IN JJR IN DT NN VBD TO VB . 
NN NN NN NNP NNP NNP NNS ( NNS JJ : NN IN : NN NNS ) VBP JJ JJ NNPS NN NNP NN . ,NN NN VBZ RB VB JJ NNP NNP NNP NNS ( IN CC RB NNS IN JJ : NN IN : NN NNS ) VBP JJ RB JJ IN NNP NN IN NNP NN . 
NNP NN `` VBD `` VBZ VBG NNP NNP NN NN NNP NN NN NN VBG NNS JJ NN VBZ JJ JJ NN NN NN VBG VBG NN NN NN RB VBZ VBG NNS RB IN VBG JJ NNS ( IN RB ) NNP NN VBG VBG JJ NN . ,NNP NN VBZ `` VBN `` VBZ WRB VBG NNS NNP NN NN NNP VBZ RB VB NN NN VBG NNS JJ NN VBZ JJ TO VB IN NN NN NN VBG VBG NN NN NN RB VBZ IN VBG NN TO JJ NN IN VBG JJ NNS ( IN RB ) NNP VBZ NN NN CC VBG DT JJ NN . 
JJ NNP NN NN NNP NNP VB JJ NNP NN NN NN VBZ VBP VB NN NN VBD JJ JJ NNS : NN NN NN NN '' JJ NN : NN NNP RB NN NN NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP VB `` NNP `` NN JJ : NN NN NN NNP VBG JJ NN NNP CD . CD NNP NNP NNP CD . CD . CD NNP NNP NNP NNP NN NNP CD RB VBP '' VBP . ,JJ NNP NN MD VB WRB NNP CC NNP VBP JJ NNP IN JJ NN NN VBZ TO VB DT NN NN NN VBD TO VB JJ NNS IN IN : NN NN NN NN NN '' JJ NN NNP IN DT : NN NNP IN JJ NN NN IN NNP NN NNP NNP NNP NNP IN VBG NN IN NNP NNP NNP CC NNP NNP NNP NNP VB `` NNP `` NN TO VB : NN NN NN NNP VBZ VBG JJ IN NN TO NNP CD . CD NN IN NNP NNP CD . CD . CD NNP NNP IN NNP NNP NN IN NNP CD RB JJ NN POS NN VBP . 
NN PRP VBP NN NN NN NN NN VBD JJ NN POS NN VBP NN NN JJ VBZ JJ NN NN JJ NN NNP NNS NNP NN NN NNP NN JJ JJ NN NN NN `` NNP NNP `` NN NNP NNP `` NNP NNP `` VB JJ . ,NN IN PRP VBP DT NN IN DT JJ NN NN RB VBD TO VB JJ NN POS JJ NN NN NN NN VBN RB VBZ NN TO VB NN IN JJ NNS NNP NNS PRP IN DT NNP NN IN DT NN NNP CC VB JJ JJ NN IN JJ NN IN `` NNP NNP `` NN NNP NNP IN `` NNP NNP `` NN VBZ RB JJ . 
NNP NNP JJ NN `` NNP NNP `` NN NN NN NN NN NN NN NN NN NN VBZ ( NN ) VBZ RB JJ NN NN MD VB NNP NNP NN . NN VBZ JJR NN NNP VBZ JJ PRP VBP RB JJ NNS NN NN NN : NN : NN NN NNS JJ NN NN NN NN VBZ JJ ( VB JJ NNS NN ) NNP NN NN . JJ ( ) VBG NNP VBD CD NN ( JJ RB VBN NNS . ) ,NNP NNP TO DT JJ NN IN DT `` NNP NNP `` NN NN NN IN JJ VBP TO VB DT NN NN NN NN IN NN NNS ( NN ) VBZ RB JJ NN NN WDT MD VB VBN IN NNP NNP NN . NN VBZ JJR TO VB DT NNS VBP JJ WRB PRP VBP DT NN CC VB DT VBZ JJ IN DT NN NN NN : NN : NN NN NNS RB JJ IN JJ NN NN NN VBZ JJ ( CC VB JJ NNS NN ) NNP NN CC NN . JJ ( ) RB VBG NNP IN NN IN CD NN ( JJ TO RB VBN NNS . ) 
NN NNS NN JJ NNP NN '' RB RB NNP NN VBG JJ NN : ,NN NNS NN WRB JJ NNP NN NN '' JJ VB RB IN DT NN IN NNP NN IN VBG TO VB DT NN : 
VBG NN NNP : NN NNPS : JJ NNS VBP NNP VBD JJ NNS `` NNP NNP `` NN NN NN VBD NNP NNS JJ NN VBD VBG VBN IN NN ( NN NNP NN VBG NN NNP NNP NNP JJ NNP NNP NNP NNP NNP NNP NN NN NNS RB : VBN MD VB NN NN VBD RB JJ JJ NNS VBP JJ NN NN NN NNP NNS VBG JJ NNP NN NN VBP VB JJ NN JJ NN NN VBP JJ CD DT NN NN NN ( CD RB CD NN NNP CD . CD JJ : NN NN NN VB VBG NN VBG JJ JJ NN NN RB VBZ NNS VBG JJ NNP NN NN NN NN NN JJ RB JJ NN VBG JJ NN : NN NN : NN NN NN POS . ,VBG NNS IN NNP : NN NNPS : JJ NNS VBP NNP VBD JJ NNS `` NNP NNP `` NN IN NN NN VBD NNP NNS VBP WRB DT NN VBN NN VBZ VBN IN JJ NN ( NN NNP NN WRB VBG TO VB NNP NNP NNP MD VB IN NNP NNP NNP NNP NNP NNP NN IN JJ NNS MD RB VB JJ : VBN MD VB DT NN TO VB DT NN RB WRB NN VBZ JJ RB IN JJ VBP NN CC NN NN NN NNP NNS WRB VBG TO VB NNP NN IN DT NN VBP TO VB DT JJ NN IN PRP VBP DT NN NN CC VBP DT NN CD DT NN NN NN ( IN IN CD JJ CD VBZ RB VB IN NNP NNP . CD JJ : NN IN NN NN MD VB VBG NN VBG NN TO VB IN NN VBZ RB VB RB NNS VBZ VBG DT NN NNP WRB VBG DT NN IN DT NN WRB EX VBZ DT NN IN NN IN PRP RB JJ TO VB JJ NN IN VBG IN JJ NN : VB DT NN : NN CC NN NN POS . 
JJ RB JJ NN VBG DT NN ( JJ : ) NN . ,RB JJ TO VB JJ NN IN VBG DT NN ( JJ : ) NN . 
JJ : NNP NNP VBZ VBP VB NN NNP : NNP NNP VBZ NNP VBD NNP VBG RB NNP VBZ JJ NNS VBP JJ NN NNP NNP VBZ VBN VB JJ NN NN VBD CD NNP VBD CD NNP NN CC POS JJ NN NN NN VBD JJ NNP `` NN NN `` JJ NNS VBP NNP NNP POS NN NNS VBP NNP NN VBP NNP NNP NNP NNP NNP NNP NNP NN VBZ VBP JJ : NNP POS NNP VBD NNS NN NNP POS NN NN NNP NNS VBG JJ JJ NN NN IN NN . ,JJ : NNP NNP VBZ VBP VB NN NNP : NNP NNP VBZ NNP VBD IN NNP IN VBG NN NNP VBZ JJ NNS IN NN NN NN IN NNP NNP VBZ WRB VBN TO VB JJ NN NN NN IN CD NNP VBD CD NNS IN NN CC MD '' VB NN IN DT NN NN VBZ JJ WRB VBN IN JJ VBG `` NN NN `` IN DT NN VBZ DT NN NNP NNP NN '' JJ NN NNS IN NN NNP NN VBZ RB VB NNP IN NNP NNP NNP NNP NNP NNP NN VBZ TO VB JJ : NNP POS NNP VBD NNS IN NN NNP POS NN NN NNP NNS VBG DT JJ NN VBP RB VB NN IN NN . 
NN NNS NNS . NN JJ VBG NN NN NN VBG NN NNS VBG JJ NN DT NN JJ NN VBD JJ CD VBG CD . CD NN NN NN NN VBG NN NNS VBP NN NNP NN NN NN NNP NN : NN NN NNS VB DT `` NNP NNP NNP : `` NN NN NN VBG JJ NN NN NN NNS VBG NNS RB IN NN VBN JJ NNP NN ( ) NN VBZ CD RB CD `` NNP NNP NNP `` VB JJ NNS VBD NNP NNP NNP IN : NN NN NNS `` JJ NN `` JJ NNP NN NNS VBP NN IN NN VBP NN VBG JJ NNS VBP NN '' JJ NNP NN NN VBN . ,NN NNS IN NNS . NN JJ VBG NN NN IN NN VBG NN NNS VBG NN IN PDT DT NN IN DT JJ NN VBN IN IN NN CD VBZ VBG IN DT CD . CD NN WRB NN VBP TO DT NN TO VB VBG NN IN NNS VBP DT NN VBG NNS IN DT NN VBZ RB VB NNP IN : NN IN DT NN NNS VB DT `` NNP NNP NNP : `` NN VBZ VBN IN NN CC VBG JJ NN NN NN VBZ RP WRB VBG RB RB IN NN VBZ VBN IN PRP RB TO VB NNP FW ( ) NN VBZ CD RB IN CD `` NNP NNP NNP `` VB VBN IN NNS WRB VBN IN NNP NNP NNP IN : NN NN NNS `` JJ IN JJ `` JJ NNP NN NNS TO DT NN NN IN NN VBP DT NN WRB VBG DT NN IN DT NNS VBP NN NN '' JJ NN NNP NN NN VBZ VBN . 
PRP VBD VB . ,PRP VBP VBN WRB TO VB . 
NN JJ NN VBG JJ NN NNP `` NNP NNP IN `` NNS NNP VBZ JJ NN NN VBG NNP VBN JJ NN NN NNP : NN VBG CD NNS IN NN NNP : `` NNP JJ NNP NN `` NN RB VBN JJ VB NN '' NNP NNS POS NN JJS : CD . CD : NN NN VBD RB ( RB ) NN NNS VBG NN JJ NNS JJ NN NN FW NN NNS CD VBD NN NN VBP NNP JJ NNS : NN '' JJ NNP NNP NNP NNP VBD NNP : NNP JJR VBZ NNP NN NNP NN NNS NNP NNP VBD NNP VBG NN NN NNP CD . CD VBG NNP : NNP POS NN NNP NNP NNP VBN NN NN NNP NN NNS NNS RB VBD JJ NN NNS POS NN '' '' NN '' POS NN IN PRP VBP JJ NN NN SYM : NN NN SYM : NN RBR VBZ JJ NN NNP NNS NNP : NN VBD JJ NNS JJ NNP NN NNP NN JJ JJ NN NN '' VBN RB VBN NNP NNP NN NN NNP NNP VBG NN IN NN VBN RB JJ RB VBP VBN NN NN VBN JJ NN ( NNP NN ) NN '' JJ NNP NNS NNP VBZ CD : CD NNS JJ NNP NN NNP NNP NNP VB NNP CD . CD JJ VBG NN . NN NNP NN NN NN : JJ NNP NN NN NN ( ) VBD VBG NN : NN JJ IN NN : NN DT NN POS NNP POS VBN NN NN : CD . CD : NNP VBD NN NNS VBG VBN NN NNS VBP NNS NN WRB NNP : VBG NN VBN . ,NN NN CC NN VBG IN JJ NN NNP `` NNP NNP IN `` NNS NNP VBZ JJ NN NN IN VBG NNP VBP VBN TO VB RB IN NN NN NNP : NN IN VBG CD NNS IN NN NNP : `` NNP JJ NNP NN `` NN RB VBN JJ VB NN IN '' NNP TO VB '' NN JJS : CD . CD : NN TO VB NNS RB ( RB ) MD RB VB NNS IN VBG NN CC JJ NNS JJ JJ NN IN JJ NN NNS CD TO DT NN IN NN NN MD RB VB NNP IN VBG JJ IN NNS IN : NN NN '' NNS VBP NNP NNP NNP NNP VBD NNP : VBZ DT RBR VBZ DT NNP NN NNP MD RB VB NNS IN NNP NNP WRB VBN NNP VBG NN NN WRB NNP CD . CD VBZ VBG NNP : NNP NN '' JJ NN NNP NNP NNP VBZ VBN DT NN NN CC RB MD RB NN DT NNS CC DT NNS VBP JJ JJ NN NN NNS TO '' NN POS CC POS NN '' NN '' JJ NN IN PRP VBP DT NN JJ CC VB DT NN IN DT NN : IN NN NN SYM : NN RB RBR VBZ JJ NN IN NNP NNS NNP : NN VBZ RB VBN IN VBG NNS TO VB NNP NN NNP IN VBG JJ NN IN JJ JJ NN POS NN VBN IN IN DT NN WRB PRP VBP RB VBN NNP NNP NN VBZ RB VB NNP NNP VBG NN IN NN VBN RB CC JJ RB VBP VBN IN NN NN RB VBD JJ IN NN ( NNP NN ) IN NN NN '' NNS VBD NNP NNS NNP VBZ CD : CD NNS RB JJ NNP MD RB VB NNP NNP MD RB VB NNP CD . CD JJ NN IN NN . NN NNP NN NN NN : RB VBZ VBN NNP NN NN IN NN ( PRP ) VBD VBG NN : NN VBZ VBN IN NN : NN DT NN POS NNP POS VBD PRP$ NN TO DT NN : CD . CD : NNP IN VBN NN NNS WRB VBG TO VB NN NNS IN NN DT NNS VBP NN NNP VBZ DT NNP : VBG NN VBN . 
VBG JJS NN CD . CD NN VBD NN : `` NNS `` `` NN `` NN VBD JJ NN NNP NN NNP NNP NN VBD RB JJ VBG NN VBN JJ NN NNP NNP IN NNP NNP NNP NNP NNP : NN JJ NNP JJ NNP NNP ( VB VBG NNS JJ NN NNS NNP NNP NNP VBZ VBN NNP ( NNP CD . CD ) NNP $ CD . CD NNP NNS VBD NNS NNP NN NNS NN NN `` JJ NNS `` JJ NNP NNP NNP NNS VBP NN NN JJ NN NNP NN RB RB NN NN NN NNP NNP NNP : NNP VBZ NN NN NNP RB VBD NN VBN NNP NN NN NN VBZ NN JJ NNP NN VBZ NN NN JJ VBD NNP NN NN VBD . ,VBG IN JJS NN CC CD . CD NN VBD NN : `` NNS `` CC `` NN `` VBP RB VB WRB NN IN JJ NN NNP NN IN NN MD VB NNP NN RB VBN RB CC JJ VBG IN JJ VBN JJ TO VB TO NNP NNP IN NNP NNP NNP NNP NNP : IN NN VBZ JJ MD RB VB NNP NNP ( VB VBG RB VBZ IN JJ NN NNS NNP NNP NNP VBZ VBN IN NNP ( RB NNP CD . CD ) NNP $ CD . CD NNP NNS IN JJ NNS NNP NN IN NNS IN NN NN MD VB `` JJ NNS `` JJ NNP NNP VBG NNS IN NN NN TO VB MD VB IN JJ NNP NN TO VB NN NN NN NN NNP NNP NNP : NNP NN IN NN NN NNP NN IN NN WRB NN VBD NNP NN IN DT NN NN VBZ NN JJ NNP NN VBZ TO VB IN NN VBZ JJ JJ NNP NN VBZ RB VB CC MD RB VB VBN . 
NNP NN JJ NNP JJ NN VBZ NNP VBD NN NN NNP PRP VBP NN VBD NN NN NN NN NNP NNP JJ NN RB IN JJ JJ RB CD NNS . ,NNP NN TO VB NNP IN JJ NN VBZ WRB NNP VBZ VBN IN NN NN NNP IN PRP VBP DT NN VBN IN DT NN NN IN DT NN NN NNP NNP JJ NN RB IN PRP VBD JJ DT JJ CD NNS . 
NNP NNS JJ VBP NN NN VBG NNS NNS VBD NNP : VBG NNP NNS POS VBP JJ NN NNP NNS ( NNP NNP CD ) VBN NNP NNP NNP NN NNP NN NN SYM : NN NN VBD NNP NNS PRP VBP JJ JJ VBG JJ NN NNP NN NNS PRP VBP JJ NN NN NN NNP NN RB NNP NNP NNP NNP CD NN NNP NNS NN NN NN NNP NNP NNP NNP JJ NNS NNP NNS VBP `` : NN `` RB VBN NN NN NNS VBP RB NNP : VBD JJ NN NN : NNP NN NN NN VBG NN . ,NNP NNS TO VB DT NN IN DT NN NN VBG NNS DT NNS VBD NNP : NN IN NNP NNS VBP '' JJ VBP JJ NN NNP NNS ( NNP CC NNP CD ) RB VBN IN NNP NNP IN NNP NN NNP NN NN NN : RB WRB NN VBZ VBN NNP NNS IN PRP VBP TO VB DT JJ VBG JJ NN NNP NN NNS WRB PRP VBP IN DT NN NN IN NN NN NNP NN CC RB IN NNP NNP NNP NNP CD NN NNP NNS IN DT NN NN NN NNP NNP NNP NNP IN JJ NNS NNP NNS NN VBZ `` IN : NN `` IN RB RB VBN NN NN NNS VBP RB NNP : VBD JJ NN NN : NNP NN NN NN VBG NN . 
NNP : VB NNP NNPS VBP VB JJS NN RB : NN VBZ NNP NN NNP NNP `` NN : NNP NNP VBD `` VBG NN VBG NNP NN JJ NN . ,NNP : VB NNP NNPS VBP TO VB JJS NN RB IN : NN VBZ NNP NN NNP NNP `` NN : NNP NNP VBD `` WRB VBG NN IN VBG IN NNP NN IN JJ NN . 
NNP VBZ VBN NNP NN ( NNP NNP ) NNP NN NN NN NN NN NN VBZ NN VBD NN NNP NNP NNP NNP NNP NNP VBP NN JJ JJ NNS VBP `` NNP JJ . `` ,IN NNS VBP RB VBN IN NNP NN ( NNP NNP ) NNP MD VB NN TO VB NN NN NN IN NN VBZ WRB DT NN VBZ IN DT JJ NN IN NNP NNP NNP NNP NNP NNP VBP NN MD VB JJ TO VB NNS NNP `` NNP PRP RB . `` 
NN JJ NN NNS . ,TO VB JJ NN IN NNS . 
POS NN NN : NN NNS VBP : NN NN VBG NN NN NNP : NNP NN NN POS NN JJ NN NN VBG JJ NN NNP POS JJ DT NN VBG JJ NN RB VBN NNP NN VBZ JJ JJ NN NN `` JJ WRB NN VBD NN '' NNP NNP IN '' POS NN NN IN NN NN VBZ NNP : NN VBG NNP VBZ NN NN NN NN VBZ NN . ,MD '' JJ NN NN : NN NNS IN NN : NN NN VBG IN NN NN NNP : NN IN NN NN NN '' JJ NN JJ NN VBZ RB VB WRB VBG DT JJ NN NNP POS NN JJ DT NN IN VBG NN IN DT NN VBZ RB VBN NNP IN NN VBZ JJ JJ NN NN `` JJ WRB NN TO VB NN '' NNP NNP IN '' VBD POS JJ NN IN NN IN NN NN VBZ NNP : NN RB VBG IN NNP VBZ NN IN NN RP NN VBZ RB VB WRB PRP VBZ DT NN IN PRP . 
